Marital Status,Hours_Week,Gender,Occupation,CustomerID,Age,months_as_customer,policy_deductable,policy_annual_premium,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,State,vehicle_age,work
1,40,0,9,4243,40,256,1000,1351.1,6,0,0,1,1,3,2,3,0,0,2,0,64100,6410,6410,51280,17,20,1
3,50,1,1,851,59,137,1000,1333.35,4,0,-77000,1,3,1,1,3,0,0,0,0,78650,21450,7150,50050,12,11,3
2,40,1,4,2471,22,165,1000,1137.03,6,0,0,1,3,2,1,3,0,2,2,1,51590,9380,9380,32830,17,8,1
2,44,1,5,5836,40,27,500,1442.99,1,0,0,2,3,2,1,1,0,1,1,1,27700,2770,2770,22160,14,11,1
1,40,0,9,4131,35,212,500,1315.68,5,0,-39300,2,1,2,3,1,0,2,1,0,42300,4700,4700,32900,14,27,1
2,15,1,4,1365,20,235,500,1253.12,2,38400,0,2,3,2,1,1,1,2,2,0,87010,7910,15820,63280,11,21,1
2,40,0,12,3957,35,447,2000,1137.16,2,0,-51000,1,3,3,2,3,1,1,2,1,114920,17680,17680,79560,16,17,3
1,48,0,2,3544,28,60,500,1215.36,5,0,0,2,1,2,4,1,1,1,0,0,56520,4710,9420,42390,8,23,1
3,40,0,7,3828,28,121,1000,936.61,5,52800,-32800,4,1,1,5,1,0,1,1,0,7280,1120,1120,5040,9,13,1
1,20,0,1,6517,37,180,2000,1301.13,3,41300,-55500,2,1,2,1,1,0,0,2,1,46200,4200,8400,33600,22,20,1
1,6,0,1,1104,72,473,2000,1131.4,2,55700,0,1,2,3,3,4,1,0,0,0,63120,10520,10520,42080,27,24,1
2,60,0,5,8074,25,70,1000,1199.44,1,63600,0,1,1,3,3,3,0,1,2,1,52110,5790,5790,40530,13,11,5
3,40,1,4,6752,37,140,500,708.64,6,53500,0,2,2,2,1,1,0,0,2,1,77880,14160,7080,56640,23,8,1
2,45,1,1,4777,19,160,500,1374.22,2,45500,-37800,2,2,2,3,1,1,1,0,0,72930,6630,13260,53040,7,8,1
3,38,1,5,4695,31,196,2000,1475.73,1,57000,-27300,1,2,3,1,3,0,2,0,0,60400,6040,6040,48320,12,9,1
2,40,1,4,4713,41,460,1000,1187.96,1,0,0,1,1,1,1,3,0,1,0,0,47160,0,5240,41920,16,12,1
1,40,0,11,3040,31,217,2000,875.15,1,46700,0,1,2,2,1,3,0,1,2,0,37840,0,4730,33110,19,27,1
1,40,0,3,653,44,370,2000,972.18,2,72700,-68200,1,1,3,4,3,0,0,0,1,71520,17880,5960,47680,19,23,1
2,47,0,2,6489,20,413,2000,1268.79,1,0,-31000,2,3,2,4,1,0,2,2,0,98160,8180,16360,73620,8,12,1
1,50,0,10,3604,57,237,1000,883.31,4,0,-53500,2,1,1,3,1,0,1,3,0,77880,7080,14160,56640,22,18,2
3,12,1,6,1505,26,8,2000,1266.92,1,0,0,1,1,3,3,3,0,1,3,1,71500,16500,11000,44000,9,17,1
1,60,0,2,9539,44,257,2000,1322.1,1,0,-29200,4,1,1,1,1,1,1,3,1,9020,1640,820,6560,6,18,5
2,40,0,12,1764,29,202,500,848.07,3,31000,-30200,3,1,1,5,1,1,2,1,0,5720,1040,520,4160,29,20,3
1,40,0,1,616,36,224,2000,1291.7,3,0,-55600,2,2,1,3,1,0,1,0,1,69840,7760,15520,46560,5,14,1
1,40,0,3,9440,40,241,2000,1104.5,6,0,0,2,1,1,1,1,0,2,2,0,91650,14100,14100,63450,21,12,1
2,35,0,6,6098,21,64,1000,954.16,4,53200,0,1,2,3,4,4,0,0,0,0,75600,12600,12600,50400,19,18,1
2,70,0,3,6978,21,166,2000,1337.28,4,27500,0,1,2,3,1,3,0,2,2,0,67140,7460,7460,52220,29,17,1
7,48,0,1,9223,34,155,1000,1088.34,2,81100,0,1,3,2,1,3,1,2,3,0,29790,3310,3310,23170,25,15,2
2,15,1,2,6683,24,114,1000,1558.29,5,51400,-64000,1,3,3,4,3,0,1,2,0,77110,14020,14020,49070,23,8,1
3,40,1,6,511,28,149,500,1415.68,1,0,0,2,2,2,2,1,1,0,1,1,64800,10800,5400,48600,4,24,1
7,50,0,8,9810,35,147,1000,1334.15,3,53300,-49200,2,3,3,3,1,1,2,0,1,53100,10620,5310,37170,18,28,1
3,40,0,3,8892,35,62,1000,988.45,6,0,0,2,1,2,1,1,0,1,1,1,60200,6020,6020,48160,25,19,1
2,40,1,2,9353,38,289,2000,1222.48,6,0,0,4,1,1,5,1,0,1,1,1,5330,1230,820,3280,25,22,4
3,40,1,4,2186,44,431,2000,1155.55,6,65700,0,1,1,3,1,3,0,2,0,0,62300,12460,6230,43610,15,16,6
1,40,1,9,8641,39,199,500,1262.08,5,48500,0,2,3,3,4,1,0,0,3,0,60170,10940,10940,38290,16,12,1
3,40,1,6,2808,57,79,500,1451.62,3,0,-55700,2,1,1,4,1,0,2,2,0,40000,8000,4000,28000,24,13,3
2,40,1,5,1690,19,116,500,1737.66,6,0,-24100,2,2,3,1,1,0,1,1,0,97080,16180,16180,64720,12,22,1
1,48,0,7,2382,29,37,500,1475.93,4,0,-67400,1,2,1,3,3,1,1,0,0,51660,5740,5740,40180,17,13,1
2,40,0,7,7267,23,106,500,538.17,1,49700,-60200,2,1,2,3,1,0,2,2,0,51120,5680,5680,39760,7,18,1
4,40,1,6,6660,50,269,2000,1081.08,6,36400,-28700,2,3,1,3,1,1,0,2,0,56400,11280,11280,33840,1,9,1
1,20,0,3,1464,51,265,1000,1454.43,4,0,0,1,1,2,3,3,0,2,3,0,55120,6890,0,48230,12,21,2
3,40,0,3,5593,28,163,500,1240.47,4,35300,0,1,1,2,2,3,1,1,1,0,77110,0,14020,63090,3,9,1
1,60,0,5,8549,44,355,2000,1273.7,4,0,0,1,3,3,2,3,0,2,1,0,62800,6280,6280,50240,27,20,1
2,40,0,1,609,29,175,1000,1123.87,2,0,0,3,1,4,1,1,0,2,0,1,7290,810,810,5670,19,28,2
3,45,0,8,5622,31,192,1000,1245.89,5,0,-40300,2,1,2,3,1,0,0,0,0,76600,15320,7660,53620,23,23,1
1,45,0,3,4527,27,430,2000,1326.62,1,0,0,1,3,1,2,3,0,0,3,1,81800,16360,8180,57260,21,25,1
1,45,0,2,7608,34,91,2000,1073.83,4,0,0,3,1,4,5,1,0,1,2,0,7260,1320,660,5280,10,15,1
1,50,0,1,8604,50,217,1000,1530.52,3,0,0,3,1,1,5,1,0,2,1,1,4300,430,430,3440,4,23,5
1,40,0,9,8004,27,223,500,1201.41,4,88400,-46500,1,2,3,1,3,1,1,0,0,70510,12820,12820,44870,8,24,1
2,40,1,4,5030,31,195,1000,1393.57,3,47600,-39600,4,1,1,1,1,0,0,1,1,2640,480,480,1680,5,14,1
1,40,0,3,1150,46,22,1000,1276.57,3,71500,0,2,1,1,2,1,1,1,2,0,78900,15780,7890,55230,21,28,1
2,40,1,4,2742,39,439,500,1082.49,6,36100,-55000,1,3,3,2,3,0,2,3,0,56430,0,6270,50160,2,9,1
1,55,0,5,241,40,94,1000,1414.74,1,0,0,4,1,1,5,1,0,1,3,0,2400,300,300,1800,3,9,1
3,40,0,5,5421,28,11,2000,1470.06,4,56600,-45800,2,3,2,4,1,1,0,1,0,65790,7310,7310,51170,16,16,1
2,40,1,5,4578,18,151,2000,870.63,1,94800,-58500,1,2,1,1,3,0,1,1,0,62920,11440,5720,45760,11,23,1
3,40,1,4,5526,51,154,500,795.23,2,36900,0,1,1,3,1,3,1,2,1,0,69480,15440,0,54040,15,9,1
3,50,0,5,278,58,245,1000,1168.2,4,69100,0,1,2,2,3,3,0,0,3,0,44280,7380,3690,33210,11,26,5
1,40,0,5,9338,66,119,1000,993.51,6,0,-49500,2,2,1,3,1,0,0,3,1,56300,5630,11260,39410,17,12,1
1,20,1,6,2639,36,215,500,1848.81,1,0,-49000,1,3,3,2,3,1,2,2,1,68520,11420,5710,51390,24,20,2
3,60,1,9,9540,38,295,2000,1641.73,3,62400,0,1,1,2,2,3,0,0,0,0,59130,6570,6570,45990,14,17,1
2,40,0,2,361,25,254,500,1362.87,2,35700,0,1,3,1,4,3,1,2,2,0,82320,13720,6860,61740,2,28,1
2,22,1,6,2436,25,107,500,1239.22,3,43400,-91200,2,2,1,2,1,1,0,1,0,89700,13800,13800,62100,26,14,1
2,40,0,9,2535,90,478,500,835.02,6,59600,0,1,2,1,2,3,0,1,1,0,33930,0,3770,30160,12,25,1
3,40,1,4,2315,41,128,1000,1061.33,1,43300,-66200,2,3,3,4,1,0,0,3,0,68530,12460,6230,49840,5,26,3
2,40,1,1,7775,34,338,1000,1279.08,1,0,-51500,4,1,1,5,1,0,0,1,0,4300,860,860,2580,7,19,1
3,40,1,1,1057,33,271,500,1105.49,1,56200,-50000,1,2,3,3,2,0,2,3,0,68310,12420,6210,49680,12,20,1
2,40,1,4,678,33,222,2000,1055.53,3,37800,-50300,2,3,2,3,1,0,0,2,0,61290,6810,6810,47670,20,28,1
1,45,0,2,3995,35,199,1000,895.83,4,0,0,2,1,1,4,1,0,1,2,0,30100,3010,0,27090,11,24,1
2,20,1,3,7139,39,215,500,1632.93,3,0,-42900,1,1,1,2,3,0,2,0,1,57120,9520,4760,42840,10,21,2
1,60,0,5,5327,59,192,1000,1405.99,5,0,0,1,2,1,4,3,1,1,0,1,42930,9540,4770,28620,6,18,1
2,16,0,11,5530,19,120,1000,1425.54,2,78300,0,1,3,2,4,3,0,2,0,0,51210,11380,5690,34140,26,13,1
1,38,0,5,6765,39,270,1000,1038.09,4,0,-19700,1,3,1,2,3,0,1,1,1,89400,14900,7450,67050,17,25,1
2,40,0,1,2650,19,319,500,1307.11,3,0,0,1,3,2,1,3,0,0,2,0,59730,10860,10860,38010,18,18,1
2,40,1,9,51,27,194,1000,1489.24,5,0,-45000,3,1,1,5,1,1,2,2,1,8060,1240,1240,5580,17,19,1
1,40,0,3,9376,52,227,500,976.67,6,0,0,2,1,3,2,1,0,1,2,0,72200,14440,7220,50540,21,10,1
3,24,1,6,7951,59,137,2000,1340.43,4,52700,-40600,1,2,1,4,3,0,1,2,0,50800,10160,10160,30480,13,18,2
3,40,1,3,2300,28,244,2000,1267.81,5,0,0,3,1,4,5,1,0,2,1,0,6600,660,1320,4620,7,18,1
3,50,1,6,4254,37,78,1000,1234.2,2,0,0,3,1,1,1,1,1,2,2,0,7500,750,1500,5250,25,21,1
1,99,0,1,1270,50,200,2000,1318.06,5,57300,-80600,3,1,4,5,1,0,0,3,1,6490,1180,1180,4130,26,21,1
1,50,0,2,3208,36,284,2000,769.95,3,0,-44200,1,2,3,4,2,0,2,3,0,60940,5540,11080,44320,9,10,1
1,60,0,1,3809,34,275,2000,1514.72,1,35700,0,1,3,3,2,3,1,0,1,0,58300,5830,11660,40810,12,16,1
2,40,0,4,4238,23,153,1000,873.64,4,800,0,1,3,1,3,3,0,2,1,0,68400,11400,11400,45600,8,16,1
2,30,1,1,1889,19,134,500,1612.43,1,36400,0,2,2,2,2,1,0,2,1,1,64240,11680,11680,40880,24,8,1
3,84,0,3,2271,33,31,2000,1318.24,3,0,-78600,4,1,4,5,1,0,0,1,1,4700,940,470,3290,26,21,1
2,52,0,1,3773,27,41,1000,1226.83,3,0,-56100,1,2,3,3,3,1,2,0,0,45120,0,5640,39480,16,12,3
1,40,0,1,5626,31,127,2000,1326.44,1,0,0,1,3,2,2,2,1,1,1,0,66950,10300,10300,46350,21,28,3
1,36,0,7,8587,21,61,2000,1136.83,1,0,-62400,2,2,3,1,1,0,0,3,0,98340,8940,17880,71520,2,19,1
1,54,0,2,7381,31,207,2000,1322.78,1,55200,0,4,1,4,5,1,0,0,1,0,5900,590,590,4720,8,16,1
1,40,0,9,7361,59,219,1000,1483.25,3,90700,-20800,1,3,3,4,3,0,1,1,0,70680,5890,11780,53010,9,14,1
1,48,0,1,7019,40,271,500,1515.3,3,0,0,1,1,2,4,3,0,1,0,0,93720,17040,8520,68160,11,18,3
2,40,0,9,5538,19,80,2000,1075.18,4,67700,-58400,3,1,1,5,1,0,2,0,1,6930,1260,630,5040,23,22,1
1,50,0,8,3660,47,325,1000,1690.27,3,61500,0,2,2,3,2,1,1,0,3,0,72930,6630,6630,59670,1,17,1
2,40,0,3,5782,34,29,2000,1352.83,1,0,-71700,1,1,1,3,4,1,1,2,1,64890,7210,7210,50470,9,10,1
1,78,0,6,1620,57,295,1000,1148.73,5,0,0,4,1,4,5,1,0,1,2,1,5400,900,900,3600,12,24,1
1,40,0,8,9547,51,239,1000,969.5,3,0,0,3,1,4,5,1,0,0,0,0,5600,700,700,4200,11,16,3
2,20,0,9,1503,21,269,500,1463.82,3,0,-72300,2,1,1,1,1,1,0,0,0,79300,15860,15860,47580,2,16,1
1,50,0,5,2710,30,80,1000,1474.17,6,0,0,2,2,3,1,1,1,1,0,1,52800,10560,5280,36960,17,19,5
3,45,0,9,3456,46,279,500,1497.35,4,37300,-31700,1,3,1,2,3,0,2,3,0,28800,0,3600,25200,24,10,1
2,45,1,5,6824,40,165,1000,1427.14,2,35300,-58100,4,1,1,1,1,0,1,1,0,2970,330,330,2310,5,15,1
1,40,0,6,3335,52,350,500,1495.1,5,50500,0,1,2,2,1,3,0,0,0,0,93480,15580,7790,70110,1,9,1
2,50,0,5,8866,23,295,500,1141.62,4,34300,-24300,3,1,1,5,1,1,1,3,1,4320,480,480,3360,5,21,1
4,10,1,1,1672,90,464,1000,1125.37,4,0,-56400,1,1,3,1,3,0,0,2,1,79800,6650,19950,53200,17,23,1
2,50,1,4,9839,25,118,2000,1207.36,1,0,-57000,1,3,3,4,2,0,1,0,0,74200,7420,14840,51940,7,26,1
3,45,0,8,972,43,298,2000,1338.5,2,28800,0,2,3,3,2,1,0,0,0,0,70590,10860,10860,48870,21,23,1
3,40,1,12,6021,38,87,1000,1074.07,4,0,-47500,1,1,3,2,3,0,0,3,1,60940,5540,11080,44320,23,17,4
2,30,1,6,9787,22,261,500,1337.56,6,0,0,2,1,1,1,1,0,1,2,1,74700,7470,14940,52290,22,13,1
2,40,1,4,6216,33,453,500,1298.91,6,52600,-38800,2,3,3,2,1,1,0,0,0,70000,14000,7000,49000,8,8,3
1,40,0,1,5257,34,210,500,1222.75,2,0,-41000,1,1,2,3,3,0,2,0,0,81070,14740,14740,51590,14,22,1
1,20,0,8,7863,65,168,1000,1059.52,1,0,-40600,1,2,3,3,2,0,1,1,0,57720,14430,9620,33670,8,16,1
2,15,0,11,6772,50,390,2000,1124.38,2,0,0,3,1,1,5,1,1,1,1,1,7080,1180,1180,4720,13,22,1
2,48,0,5,3563,29,258,1000,1110.37,2,34400,-56800,1,2,2,3,3,0,0,1,0,47700,4770,9540,33390,9,26,1
1,40,0,8,6663,25,107,2000,1374.22,2,62000,-63100,2,1,1,1,1,0,0,3,0,51260,9320,9320,32620,1,21,1
3,40,1,4,5335,54,225,2000,1103.58,6,41200,-36200,1,2,3,1,3,0,2,2,0,70400,6400,12800,51200,8,12,1
1,40,0,4,3330,49,164,2000,1269.76,3,44300,0,2,1,1,2,1,0,1,3,1,90000,18000,9000,63000,25,8,1
1,40,0,7,5105,44,245,500,964.79,4,58000,0,1,1,1,1,3,0,0,1,0,72820,13240,6620,52960,7,13,1
3,40,1,6,4092,24,255,2000,1167.3,2,0,0,2,2,1,2,1,0,2,0,0,69300,13860,13860,41580,13,23,1
2,38,0,5,8348,25,206,500,1625.45,2,0,-53700,2,3,3,4,1,0,2,1,0,76560,12760,12760,51040,10,15,1
1,20,0,8,9879,65,203,500,1394.43,3,0,0,2,3,3,4,1,0,0,1,1,55440,0,6160,49280,26,24,3
1,45,0,2,1064,56,22,2000,1053.24,2,51100,0,1,3,2,3,4,1,1,0,0,77130,8570,17140,51420,21,28,2
1,60,0,1,9246,39,211,500,1040.75,3,0,0,2,1,2,4,1,1,1,1,0,42000,7000,7000,28000,2,12,2
2,40,1,1,4087,23,206,1000,1302.4,6,47200,-69700,1,1,2,4,3,0,2,3,1,36300,3300,9900,23100,15,10,1
2,20,1,6,2363,20,166,2000,1588.55,6,59600,-32100,2,2,2,3,1,0,0,0,0,40320,5760,5760,28800,13,22,1
2,40,0,3,9799,24,165,500,1399.26,1,70500,0,4,1,1,1,1,0,2,0,0,3960,330,660,2970,23,25,1
1,50,0,2,5626,41,274,2000,1352.31,5,40700,-47300,2,3,3,2,1,1,0,3,1,63840,10640,10640,42560,2,17,1
1,50,0,10,4536,40,81,1000,1139,4,42400,0,1,3,3,2,3,0,1,2,0,44730,4970,4970,34790,27,23,5
1,50,0,3,8279,55,280,1000,1397.67,5,57900,0,1,3,1,3,3,1,1,2,0,84720,14120,14120,56480,13,24,1
3,48,1,4,941,38,194,500,823.17,1,0,0,1,3,3,3,3,0,2,2,0,61500,6150,12300,43050,17,11,1
2,40,1,4,4480,23,112,500,965.13,6,60000,-54800,1,3,3,4,3,0,0,1,0,51000,8500,8500,34000,27,10,1
1,50,0,2,2278,44,24,1000,1922.84,5,0,-45200,2,2,2,1,1,0,2,1,0,46800,4680,9360,32760,29,21,1
1,40,0,3,8042,45,93,2000,1624.82,6,65300,-65600,2,2,1,4,1,0,1,1,0,78120,17360,8680,52080,6,17,1
2,12,1,4,9949,20,171,2000,1277.25,2,84900,0,2,1,3,1,1,0,1,2,0,69200,13840,6920,48440,14,27,2
2,40,0,6,4804,29,200,1000,1439.34,2,45300,-20400,3,1,1,1,1,0,0,0,0,3690,410,410,2870,5,8,1
1,40,0,12,4172,43,120,1000,1281.27,3,68900,0,1,1,1,2,3,0,0,3,0,65500,6550,6550,52400,9,13,4
3,40,0,7,6205,30,325,500,1348.83,5,46300,-77500,1,1,1,2,3,0,1,2,1,76120,13840,6920,55360,24,24,1
2,38,1,4,9854,28,124,1000,1198.15,3,0,-43200,1,3,2,3,3,0,0,2,1,73560,12260,12260,49040,22,28,4
1,40,0,2,928,31,211,2000,1221.22,2,76000,0,2,1,2,1,1,1,0,1,0,52030,9460,4730,37840,22,15,1
3,40,1,3,7071,52,287,2000,968.74,5,0,-49000,3,1,4,5,1,0,2,3,0,5170,470,940,3760,10,22,1
1,50,1,1,2923,36,122,1000,1220.71,1,58600,-28700,4,1,1,5,1,0,2,1,1,8190,1890,1260,5040,10,10,1
1,45,0,3,1279,38,22,2000,1238.62,2,0,-56200,2,1,3,4,1,0,2,3,0,70800,7080,14160,49560,19,11,1
1,40,0,1,9102,66,106,2000,1320.75,5,54100,0,1,1,2,1,3,0,0,3,1,45630,5070,5070,35490,6,12,1
1,40,0,10,8392,63,398,500,990.98,5,0,-57900,2,3,3,1,1,1,2,1,0,99320,7640,15280,76400,17,21,2
2,35,0,6,8535,21,214,500,1398.51,3,0,-57100,1,2,3,2,3,0,2,0,0,64000,12800,6400,44800,2,27,1
3,40,0,4,6278,33,209,500,1355.08,2,58100,0,2,3,1,2,1,0,1,1,0,47300,4730,4730,37840,12,9,4
3,50,1,1,4040,46,82,1000,1384.51,3,13100,-38200,2,1,3,3,1,0,2,3,0,71680,8960,8960,53760,17,16,4
2,20,0,1,7056,20,193,500,847.03,3,0,0,2,2,3,3,1,0,1,0,1,112320,17280,17280,77760,14,12,1
2,60,0,5,3175,47,134,1000,1000.06,5,0,0,2,2,2,3,1,0,1,0,0,82720,7520,15040,60160,22,9,5
1,55,0,1,5013,33,288,1000,1046.71,4,0,0,1,1,3,2,3,0,2,1,0,48060,10680,5340,32040,10,14,1
2,30,0,1,7431,66,104,500,1158.03,1,31900,-44600,1,1,2,1,3,1,1,3,1,63570,9780,9780,44010,15,17,1
2,30,1,4,7082,20,431,1000,1372.27,1,17600,0,1,1,2,2,3,0,2,3,0,63240,10540,10540,42160,18,26,1
3,40,0,9,8901,28,101,1000,1053.04,1,52000,-44500,1,1,1,4,3,0,1,3,0,54240,9040,9040,36160,7,10,1
3,28,1,13,6822,46,375,1000,1275.39,2,0,0,2,3,3,1,1,1,2,3,0,37280,0,0,37280,21,27,1
1,45,0,5,3042,25,461,2000,1402.75,4,0,0,1,1,1,1,3,0,2,1,1,72100,7210,14420,50470,15,17,1
1,40,0,3,6949,37,428,500,1344.36,2,0,0,4,1,1,5,1,0,2,3,0,6500,1300,650,4550,18,10,1
1,60,0,3,4029,31,45,1000,1197.71,3,29000,0,1,3,2,4,3,0,2,0,0,78240,13040,13040,52160,20,10,2
1,40,0,3,8875,49,136,500,1203.24,2,62500,-66900,3,1,1,1,1,0,2,0,0,6200,1240,620,4340,8,24,1
5,20,0,11,7253,22,216,1000,1152.4,6,39600,-82400,4,1,1,1,1,1,2,3,0,6160,560,1680,3920,15,9,4
1,20,1,6,2734,52,278,2000,1142.62,3,0,-54000,2,3,2,4,1,0,2,0,0,76050,11700,11700,52650,26,26,1
1,50,1,2,8010,29,295,1000,1332.07,6,49700,-59100,1,2,2,4,2,0,2,1,1,86060,13240,13240,59580,13,21,1
2,20,1,6,6254,18,112,1000,1166.54,3,47700,-59300,2,3,3,2,1,1,2,0,0,107900,10790,21580,75530,24,26,1
1,35,0,2,9583,31,122,500,1495.06,6,38100,-31400,1,1,2,2,3,0,2,0,1,99990,18180,18180,63630,6,12,3
2,35,1,6,1985,23,108,1000,1337.92,3,71400,0,1,2,1,4,3,0,2,2,1,61380,11160,5580,44640,2,11,1
1,40,1,1,560,27,14,2000,1587.96,6,0,-26900,2,1,3,2,1,0,2,1,1,71280,12960,12960,45360,12,11,1
1,65,0,5,7050,54,298,1000,1362.29,6,0,-51100,1,3,1,4,3,0,0,0,0,64000,12800,6400,44800,25,24,2
3,49,1,6,5117,50,276,500,1448.84,4,0,-50000,4,1,4,1,1,0,0,1,0,5940,660,660,4620,9,8,3
1,40,0,11,8312,46,47,2000,1241.97,3,75400,0,4,1,1,5,1,0,1,0,0,6700,670,670,5360,5,12,1
2,40,1,10,516,24,222,500,1124.6,3,0,0,1,1,1,1,3,1,0,0,0,51740,11940,7960,31840,26,17,1
2,18,1,1,4868,17,119,2000,1079.92,4,88800,0,2,1,2,4,1,0,0,1,1,53600,6700,6700,40200,1,16,1
7,45,0,6,9584,49,73,1000,1447.78,5,35100,-59900,1,1,2,3,3,1,1,0,0,44910,4990,4990,34930,29,22,5
1,40,0,3,3755,54,8,500,1229.16,5,0,-88300,1,3,3,2,3,0,0,2,1,48100,11100,7400,29600,24,9,3
1,60,0,2,8353,41,294,1000,1226.49,6,53900,0,3,1,4,5,1,0,0,1,0,6100,610,1220,4270,11,21,1
1,40,0,4,8981,49,324,2000,897.89,5,0,-41300,2,1,1,3,1,0,1,0,1,79600,15920,15920,47760,24,12,1
2,35,1,1,8307,36,155,500,1706.79,2,0,0,2,3,1,4,1,0,1,1,1,77040,8560,8560,59920,2,25,3
2,40,0,8,7129,23,261,1000,1254.18,2,0,-45100,2,1,1,2,1,1,0,1,0,62590,11380,11380,39830,21,20,1
4,40,1,6,1252,63,245,500,885.08,2,27000,-58900,2,3,2,3,1,1,0,1,0,85150,13100,13100,58950,21,25,1
1,40,0,5,9312,67,235,500,1046.58,5,0,-31700,3,1,4,5,1,0,2,1,0,4950,450,900,3600,19,13,1
2,40,0,3,2231,23,53,2000,1712.68,3,72200,0,1,2,3,2,3,0,2,0,1,51100,10220,5110,35770,14,17,1
2,40,0,1,1754,22,426,2000,1097.71,3,29600,-22300,2,2,1,1,1,1,2,3,0,100800,16800,16800,67200,2,26,1
1,30,0,4,1129,66,111,500,1363.77,4,51100,0,2,2,2,1,1,1,2,3,0,90970,16540,16540,57890,11,14,1
1,50,0,3,9394,25,86,500,1382.88,2,0,-30300,2,1,1,1,1,0,1,1,1,81840,14880,7440,59520,17,12,1
3,20,1,7,7796,30,296,1000,1141.35,3,0,0,2,3,3,4,1,0,0,2,0,54900,5490,5490,43920,16,10,1
1,40,0,8,5248,35,125,500,1054.83,4,0,-51300,2,3,2,2,1,1,2,3,0,88660,8060,16120,64480,9,16,1
1,40,0,2,4150,67,177,2000,1057.77,6,0,-57700,1,3,2,4,3,0,1,1,0,18000,2250,2250,13500,16,14,2
2,40,0,3,5525,30,238,2000,1488.02,2,0,-39200,3,1,1,1,1,1,1,3,1,5500,1100,550,3850,24,13,1
2,38,1,7,2566,26,81,500,920.3,1,51000,-67900,1,1,3,3,3,0,1,0,0,73920,13440,6720,53760,29,20,1
1,40,0,7,7385,34,128,1000,986.53,2,62700,0,2,1,2,4,1,0,0,2,1,101860,18520,18520,64820,13,16,1
2,40,0,5,4909,21,449,2000,1440.68,1,25000,0,4,1,1,5,1,1,0,1,1,5390,980,980,3430,14,15,1
2,10,0,3,4428,18,252,1000,1086.21,6,68500,-57500,2,2,1,1,1,0,1,2,0,50490,5610,5610,39270,21,22,1
2,40,0,3,5201,21,359,2000,1367.68,6,0,0,2,3,2,1,1,0,0,3,0,55500,5550,11100,38850,9,11,1
1,40,0,1,9413,76,19,1000,1215.85,4,42900,-90200,3,1,1,1,1,1,1,1,1,7040,1280,640,5120,6,8,5
1,70,0,12,9658,51,73,2000,1191.19,3,29300,0,1,1,2,3,3,0,0,1,1,40160,5020,0,35140,14,20,6
1,56,1,7,4911,26,285,1000,1594.45,4,0,0,1,2,2,2,2,1,2,3,0,55680,6960,6960,41760,3,17,1
2,25,1,6,6608,18,196,2000,1463.07,1,0,0,3,1,4,1,1,0,1,1,0,5300,530,530,4240,15,22,1
2,40,0,1,9694,18,223,500,1734.09,3,0,0,4,1,4,5,1,1,0,3,0,5200,650,650,3900,25,17,1
1,50,0,7,773,34,328,500,1411.43,1,45100,-32800,2,3,3,4,1,1,2,1,0,59400,5940,11880,41580,21,9,1
3,40,1,2,1256,59,285,2000,1512.58,2,47600,0,3,1,1,1,1,0,1,1,0,2520,280,280,1960,18,26,1
7,45,0,2,8939,55,30,2000,1153.35,3,0,0,3,1,4,1,1,0,2,1,1,5760,960,960,3840,7,12,1
2,72,0,10,6021,33,342,500,1722.95,3,63100,-13800,2,1,1,2,1,0,2,0,1,76700,7670,7670,61360,3,17,2
2,10,1,6,8985,25,219,2000,1281.07,6,0,0,4,1,4,1,1,0,0,2,0,5920,740,740,4440,21,8,1
4,10,1,7,7370,48,468,500,1011.92,5,0,0,1,1,3,2,3,1,0,3,0,64350,7150,7150,50050,26,14,1
3,5,1,5,460,64,241,2000,1042.26,4,0,0,1,1,2,4,3,0,1,2,0,19080,4240,2120,12720,5,28,1
2,45,1,1,4580,47,223,500,1235.1,3,66400,-34400,2,1,1,1,1,0,2,1,0,54400,5440,5440,43520,9,12,3
2,40,1,11,794,26,128,2000,768.91,2,0,-39300,2,1,2,2,1,0,1,0,0,59800,5980,5980,47840,22,24,1
1,48,0,1,1074,36,124,500,1301.72,4,0,0,1,2,3,1,3,0,0,3,1,72000,7200,7200,57600,15,18,1
1,40,0,10,7270,21,343,500,1451.54,4,0,0,1,2,2,1,4,0,2,3,0,65070,7230,14460,43380,2,20,1
2,25,1,1,9135,54,404,500,767.14,3,25500,-36700,4,1,4,1,1,0,0,1,0,8800,1760,880,6160,5,21,1
2,44,0,7,5993,30,63,2000,1620.89,2,0,0,3,1,1,1,1,0,2,0,0,6120,1020,1020,4080,9,8,1
3,40,0,3,7349,41,210,2000,1048.46,3,59900,0,3,1,4,5,1,0,1,2,0,7080,1180,590,5310,12,24,2
2,35,1,1,7343,53,335,1000,1538.26,2,62200,-31400,1,2,1,4,3,1,2,3,1,34320,8580,4290,21450,7,14,1
2,30,0,5,1742,34,11,2000,1217.69,5,24000,0,1,2,3,3,3,0,1,0,0,53460,9720,9720,34020,7,19,1
2,35,1,1,4214,20,142,2000,1362.64,5,0,0,2,2,2,3,1,1,1,3,0,81360,6780,13560,61020,21,14,1
